machineID,datetime,voltmean_3h,rotatemean_3h,pressuremean_3h,vibrationmean_3h,voltsd_3h,rotatesd_3h,pressuresd_3h,vibrationsd_3h,voltmean_24h,rotatemean_24h,pressuremean_24h,vibrationmean_24h,voltsd_24h,rotatesd_24h,pressuresd_24h,vibrationsd_24h,error1count,error2count,error3count,error4count,error5count,comp1,comp2,comp3,comp4,model,age,failure
2,2015-11-15 21:00:00,170.77988886867703,466.328693671888,102.30611399617035,40.36704896252813,17.83532407396805,52.569815502130865,10.609827745604655,4.99106698554906,170.31820092955442,438.6027460990852,96.6440513623565,42.59209216289182,16.634766001572906,49.684747004800975,7.31998956323366,5.197160173416302,0.0,0.0,0.0,0.0,0.0,15.5,9.5,165.5,15.5,model3,7,none
3,2015-11-15 21:00:00,185.27876411825247,403.21726392373694,110.2700102370315,36.794569578638864,5.432184513292587,48.77178703240464,5.225732344286483,9.043758623758892,172.98623147650824,390.4049773021925,104.7925497726099,43.45003329886518,19.417818150587486,34.29023020196361,7.393434049570512,5.115970584456765,0.0,0.0,0.0,0.0,0.0,56.5,8.5,56.5,26.5,model3,8,none
1,2015-11-16 00:00:00,174.99723109551584,444.67529605286853,105.4657158034386,41.14033707096986,11.065581614327165,41.28440719252253,10.270795445937685,2.8835969118713525,168.2028587833437,466.1432408234551,101.2705451216892,41.41252826551927,11.686563713153525,45.05789625422597,12.411735482707448,4.77275862182964,0.0,0.0,0.0,0.0,0.0,43.625,10.625,163.625,28.625,model3,18,none
2,2015-11-16 00:00:00,173.53195479602917,439.3473127889638,111.02978882858395,36.67486771681519,11.667007825149135,38.62240600655147,5.206892001191994,4.214261808903397,174.01979130869793,397.4505284457076,98.51579849416215,39.0229779015609,20.72219128090468,56.360525468733684,9.304031602890023,6.103627046546612,0.0,0.0,0.0,0.0,0.0,15.625,9.625,165.625,15.625,model3,7,none
3,2015-11-16 00:00:00,174.21284848853938,478.437861958414,93.86055821690005,35.326839433033086,9.351002324974761,57.579627899343464,7.973799822320553,5.387819099347119,165.43868285606158,438.3586110686361,92.28341809691892,41.783388407874426,15.568499833877521,43.061293959943626,10.140729210256286,5.301796737424698,0.0,0.0,0.0,0.0,0.0,56.625,8.625,56.625,26.625,model3,8,none
1,2015-11-16 03:00:00,167.49164373286553,426.4580767819699,94.59325264197206,39.77935966756402,15.955949429516947,102.37255741228373,10.237567522347018,4.433682476092848,167.26856046087553,464.95786836804297,100.18144576240053,36.86086084234964,18.395592397672747,49.919573775647486,10.28962101259258,4.274942882362998,0.0,0.0,0.0,0.0,0.0,43.75,10.75,163.75,28.75,model3,18,none
2,2015-11-16 03:00:00,155.24352566558088,380.51876959785193,101.13896288776998,41.97488314392228,5.934634313656796,56.39144111246584,6.939502388739108,1.0423146038663287,170.74181277813327,460.60049310603426,104.56372781799678,37.972134513781164,13.099520136439699,55.209511440889536,11.306685265752385,4.648977804888266,0.0,0.0,0.0,0.0,0.0,15.75,9.75,165.75,15.75,model3,7,none
3,2015-11-16 03:00:00,184.13018283450506,451.65298746615923,98.95526576267048,42.43457024582256,13.136880198290772,49.95843547980293,4.3021847725781,7.613149323110989,165.87587791814408,435.5656750615013,106.5157757857752,39.452722606208624,12.816256204031147,35.91592069978245,9.429392625790795,6.803679430403498,0.0,0.0,0.0,0.0,0.0,56.75,8.75,56.75,26.75,model3,8,none
1,2015-11-16 06:00:00,174.66668479662258,468.48863954572784,104.64349630105559,37.332616761725866,18.05449990856212,28.120788268553525,7.120252558328425,4.787079228220659,167.68046036708333,432.93565911414015,99.56970560324193,44.114972345118716,15.087240763479771,58.008476136394776,11.628883859723064,4.135864062906446,0.0,0.0,0.0,0.0,0.0,43.875,10.875,163.875,28.875,model3,18,none
2,2015-11-16 06:00:00,176.17510138191452,457.45273949971704,100.62092962404463,39.19492890874055,23.1211171896868,59.79628800581419,8.12626130163747,2.6028391682043583,172.77577348102258,441.26084749756234,103.55084684643784,42.42592905540614,14.45478492979151,59.00332401501584,10.219993815612176,5.3816540942260245,0.0,0.0,0.0,0.0,0.0,15.875,9.875,165.875,15.875,model3,7,none
3,2015-11-16 06:00:00,177.05423739593397,405.91383316014094,91.2688677263356,37.00844443927725,26.135984126449486,53.746240223987826,9.494244035373413,2.2429781263675337,173.28037000377168,430.6545150208258,104.47121988202244,42.313654004950465,11.94467845590961,48.64601318199886,12.327101168179253,6.299020180912663,0.0,0.0,0.0,0.0,0.0,56.875,8.875,56.875,26.875,model3,8,none
1,2015-11-16 09:00:00,178.87358337745945,472.1904556023773,94.65780404105598,35.027330959621786,9.551385780400729,38.259990980126034,6.626077704652481,-1.807695718283198,172.21133062129962,442.8142357973861,94.19678738533648,42.15110774868374,17.497422768336506,50.158332857427375,12.373515981502695,6.034656169975092,0.0,0.0,0.0,0.0,0.0,44.0,11.0,164.0,29.0,model3,18,none
2,2015-11-16 09:00:00,149.1373999917464,462.47068857397585,100.31143552137972,46.722511085609916,10.282247752483574,50.306855565973976,12.818904437756919,6.4851612812829975,169.45580436069895,443.030722426377,95.470473646845,37.784634557935675,14.684881251906662,58.20743064934436,8.67779093609391,5.632538995380666,0.0,0.0,0.0,0.0,0.0,16.0,10.0,166.0,16.0,model3,7,none
3,2015-11-16 09:00:00,166.57356131069608,462.1540494806144,98.8600835520295,41.355414400542514,7.679480230771212,56.231892728095474,7.464362066671882,8.099350987272633,175.48285114898616,455.4276408571738,103.60394574489112,40.66820976969489,16.178583849389405,49.133658722950834,8.970940308483971,5.677997532606257,0.0,0.0,0.0,0.0,0.0,57.0,9.0,57.0,27.0,model3,8,none
1,2015-11-16 12:00:00,170.25311778275164,473.68345635071296,83.45159134540536,43.82780907682759,7.1632679677584,85.6440799680831,14.03973650448307,4.377240805802908,178.05926893873004,443.4524029968408,112.5271871091,43.75965086322087,14.901774879093661,44.86678641190166,11.269931836286137,4.890061337026507,0.0,0.0,0.0,0.0,0.0,44.125,11.125,164.125,29.125,model3,18,none
2,2015-11-16 12:00:00,158.76615936825667,433.3406358307168,118.138073660571,36.50487886733446,15.043048431576095,31.864583548277416,9.03441357854837,4.7824616864746,167.69613002461867,463.2849183564828,100.74140587215066,42.40964003969007,17.60303198102192,58.3856683471536,13.178801320981563,4.781422188120418,0.0,0.0,0.0,0.0,0.0,16.125,10.125,166.125,16.125,model3,7,none
3,2015-11-16 12:00:00,175.0173516189072,408.8684377817914,101.33616299892051,37.53804996327702,15.84319144276688,8.659844451653719,9.859734424867897,8.064100606285587,165.12227443004974,424.6106454404634,92.31398253891705,37.71660391741005,15.730551805692887,54.85931923757616,12.252461928704598,5.458385717040265,0.0,0.0,0.0,0.0,0.0,57.125,9.125,57.125,27.125,model3,8,none
1,2015-11-16 15:00:00,169.91439559893197,462.272916236268,97.06355065924987,32.47490909097082,12.419621826303713,25.418415449452283,9.097926612422732,3.2005827876540165,169.54191709764248,451.6094607904408,100.99716744626629,41.150535925530065,13.659842908425672,41.37560683075683,9.458064375531885,4.1028439192218915,0.0,0.0,0.0,0.0,0.0,44.25,11.25,164.25,29.25,model3,18,none
2,2015-11-16 15:00:00,170.7134376102887,476.085039590518,103.04574720013676,39.10182063127927,2.7277805006164204,19.948884222601574,13.558839804033095,0.8831258173625565,173.4379733626245,482.8044595043625,100.72404948780193,36.72010252740414,14.092330101764698,49.217500518593134,10.796519402204236,5.841442963196784,0.0,0.0,0.0,0.0,0.0,16.25,10.25,166.25,16.25,model3,7,none
3,2015-11-16 15:00:00,178.72324741756313,513.8384339526488,93.24324837646341,37.484589744914466,16.09768467747455,43.98076688456603,6.920210324402313,-0.24441604945179307,162.89845365231605,459.2374957419448,95.21835447086946,42.74197148173967,13.289212143840205,63.70778056229911,8.146021889738897,4.701843244615504,0.0,0.0,0.0,0.0,0.0,57.25,9.25,57.25,27.25,model3,8,none
1,2015-11-16 18:00:00,169.2342871090645,426.3490837865487,94.93153180178683,42.08563631180597,33.275395576102945,52.24703262696208,7.323028029355563,4.316522580020385,172.97539141616068,430.50514295547816,99.23931191324355,45.56001231077562,20.032237481891592,46.02503303115293,10.749602630970909,5.5623316382375165,0.0,0.0,0.0,0.0,0.0,44.375,11.375,164.375,29.375,model3,18,none
2,2015-11-16 18:00:00,180.97946002391961,423.1750400648504,95.58158982097093,37.87217275493332,13.254962448817283,23.55474319775828,10.545297140732208,1.4649013739943517,173.27444545526197,444.5851073342265,98.80818906970408,36.556161874381424,15.41751075434606,51.302036863691065,8.092012301301661,4.2621321330578095,0.0,0.0,0.0,0.0,0.0,16.375,10.375,166.375,16.375,model3,7,none
3,2015-11-16 18:00:00,180.18203151172216,422.9745477532209,93.75788009295067,40.52815613354433,12.813360340203976,39.08107333538648,8.739281747630024,7.28746972586777,165.60404524099133,448.42898687418716,99.44348646851412,39.23434500717708,18.071090682901936,56.46848586357071,9.414564554788354,6.194202983275279,0.0,0.0,0.0,0.0,0.0,57.375,9.375,57.375,27.375,model3,8,none
1,2015-11-16 21:00:00,178.28391122271347,440.657899199546,100.87063607654464,41.326158147803625,15.004740245137683,70.15146677029054,8.762918856640782,5.641786314359041,167.2210338705752,450.06803167605676,93.07787581443161,37.734022124997075,17.261062574548074,57.94975850015064,12.559982026245828,4.046005777487572,0.0,0.0,0.0,0.0,0.0,44.5,11.5,164.5,29.5,model3,18,none
2,2015-11-16 21:00:00,158.56626367886923,425.97268155743666,98.22407187753258,39.74163686591743,31.659722551102185,-21.570944058746214,0.06416388214703161,4.384699764009902,165.50643708065653,455.5702849432721,100.96840371669697,39.98529357414224,16.65127431212851,44.07190259673062,9.377154029005847,5.1697039396420825,0.0,0.0,0.0,0.0,0.0,16.5,10.5,166.5,16.5,model3,7,none
3,2015-11-16 21:00:00,170.82855783899421,431.3963499277598,91.76060703991818,42.28722845351878,12.6238938872838,57.77294278889546,12.594769431949766,5.2587574743406265,170.5791505993525,426.7878082184296,102.09654021291796,39.15745045681469,16.200409567511308,53.59888215620999,7.592772046210747,4.726274374301061,0.0,0.0,0.0,0.0,0.0,57.5,9.5,57.5,27.5,model3,8,none
1,2015-11-17 00:00:00,181.50146699050958,503.1433612914445,106.57072024929904,41.25978315118313,12.91171658675872,26.331478865840197,-1.2680377382834784,6.410622524498439,171.75200102394868,437.6909904975687,107.52584559253002,39.7933939147032,12.633953922491349,60.9694721002706,10.771726083072444,5.485645831562527,0.0,0.0,0.0,0.0,0.0,44.625,11.625,164.625,29.625,model3,18,none
2,2015-11-17 00:00:00,156.55029361310235,481.5999471640004,90.0598858752737,40.541928572373436,24.263147698547414,63.41585910995198,5.409757083116073,5.506669071545166,165.68647640772767,473.57244283460574,101.70374193696033,43.49071053817789,15.404445207491106,37.93304285617353,10.587817948671436,5.489852816338077,0.0,0.0,0.0,0.0,0.0,16.625,10.625,166.625,16.625,model3,7,none
3,2015-11-17 00:00:00,183.89591111977168,500.2314444033136,93.27955946878038,38.44088079079413,7.204938582120555,-22.549699450134717,2.4428989508571792,2.661167209561339,162.84898872874962,458.98306569666215,98.97354339802315,40.62161329372411,13.759458642499322,49.637849156016706,11.50346177002054,4.703037715564508,0.0,0.0,0.0,0.0,0.0,57.625,9.625,57.625,27.625,model3,8,none
1,2015-11-17 03:00:00,178.1027249602797,476.858278922475,98.42376639002345,46.0353798257857,9.498674258631318,34.75996836046051,12.181267409222809,3.6332090400522827,166.69368767403094,477.9787642083927,104.60967380752783,43.26575354987543,14.013998896647445,44.18916780536519,8.030454562205176,5.796240307645752,0.0,0.0,0.0,0.0,0.0,44.75,11.75,164.75,29.75,model3,18,none
2,2015-11-17 03:00:00,168.78444374958076,442.39964005357547,95.47834968339762,40.53113017022888,10.426547402595789,65.20734230160468,9.386843319253744,6.4670108071671635,174.76589748458795,442.8429909917214,92.35749290034956,38.54140894509302,17.09799604253429,38.15151036986182,10.621533234720804,4.062219604750573,0.0,0.0,0.0,0.0,0.0,16.75,10.75,166.75,16.75,model3,7,none
3,2015-11-17 03:00:00,191.09483685432167,460.15598114223457,89.41931188550518,39.860749089698956,0.6955234844877705,17.808278455946176,13.767254913331751,4.839420719412263,163.90119593944365,450.6638339090029,96.46295940339172,37.98784478785258,11.06752442552373,40.90152929881917,11.419501890074496,3.1829934276412892,0.0,0.0,0.0,0.0,0.0,57.75,9.75,57.75,27.75,model3,8,none
1,2015-11-17 06:00:00,175.42172064443577,432.3177130666961,116.93379319525283,41.15915103657298,22.367696870907295,47.531059966387794,7.256123172240203,4.241770036291852,173.95743412652126,470.8523878913512,103.77709456878253,38.504369864832704,16.99365119515768,43.82379038164862,7.2972288849789,6.104115208270923,0.0,0.0,0.0,0.0,0.0,44.875,11.875,164.875,29.875,model3,18,none
2,2015-11-17 06:00:00,177.09284392408384,467.47817490398046,108.87357099639745,39.98357839492117,13.759622580926795,69.10330585549659,6.470977200187001,4.277655504429709,172.9028176326585,453.55610170353583,101.10193605389377,41.45371701211362,16.273299248881948,51.287819085478176,10.692592871015343,3.762008539388943,0.0,0.0,0.0,0.0,0.0,16.875,10.875,166.875,16.875,model3,7,none
3,2015-11-17 06:00:00,163.02358330737846,446.4477967097458,95.12341603626535,38.644116958632004,20.90164284375773,76.88737678161789,9.473606337630397,6.530478965597842,171.01953842870725,456.1460325764742,106.53669559376722,40.855205423037766,17.3996415058353,34.72062862650157,8.130984910588058,6.973344586328274,0.0,0.0,0.0,0.0,0.0,57.875,9.875,57.875,27.875,model3,8,none
1,2015-11-17 09:00:00,166.65079519053947,441.974593424428,102.23318119375286,40.58350695239033,21.6873298515947,48.96694819847705,1.1605971353752107,8.761655347395187,172.60193005888993,427.6709431150118,100.01201446799377,40.068518088447725,12.201792287957591,51.50329936179227,7.255115042610386,4.662542263201607,0.0,0.0,0.0,0.0,0.0,45.0,12.0,165.0,30.0,model3,18,none
2,2015-11-17 09:00:00,176.72913332882277,459.2924116951762,101.32650590245264,39.30891861006476,-2.3407553350463726,47.61758035980055,5.944051585251563,3.8102776932840423,170.64940890608068,408.2674339222681,101.22686048962565,40.30424772127089,11.97147851585586,59.56592178550167,9.980841378830496,3.5096593952804858,0.0,0.0,0.0,0.0,0.0,17.0,11.0,167.0,17.0,model3,7,none
3,2015-11-17 09:00:00,170.9182508619277,438.5214894583412,101.52933743666885,41.27255585631305,21.20102111813265,63.29125412474595,10.98592477458387,3.928930528832423,172.4027411347182,446.6012916792572,111.74393716855185,39.32345837901509,13.540774823734282,47.58080969772084,12.286453010880955,5.96631647757718,0.0,0.0,0.0,0.0,0.0,58.0,10.0,58.0,28.0,model3,8,none
1,2015-11-17 12:00:00,178.18063404862525,432.2159918823781,90.64941271689707,42.16215809698319,5.689647149442135,58.60240584240365,0.015527993104635485,2.3975262373534765,165.1682553201187,453.14820607201324,103.65553867924669,42.26305500396309,12.022429139142677,55.29089158767869,7.096176301111388,4.114820005691531,0.0,0.0,0.0,0.0,0.0,45.125,12.125,165.125,30.125,model3,18,none
2,2015-11-17 12:00:00,185.46686059666177,407.92429084624354,97.59761753253845,36.61499765477773,-1.3781388006655284,48.60578005641857,6.340371855948575,3.38912878307313,168.89740410413424,458.72933338584596,106.02652623843437,40.863319950574336,14.300959266361604,47.41853109489512,10.333513852080877,4.804470543995854,0.0,0.0,0.0,0.0,0.0,17.125,11.125,167.125,17.125,model3,7,none
3,2015-11-17 12:00:00,168.53528400735644,490.56443233259085,104.80795173679154,44.44878477816803,13.18325965216706,40.09546389624212,3.2623813278007914,3.3361938200431873,174.9854482121495,440.9585452480262,95.39663349573355,42.32772759757669,13.00186459019236,50.44588838112991,10.337631151302013,5.298471269235304,0.0,0.0,0.0,0.0,0.0,58.125,10.125,58.125,28.125,model3,8,none
1,2015-11-17 15:00:00,163.39310651528604,444.30778840555155,89.99446644271814,43.79356432250058,17.68276738391097,25.775391106587648,11.771375432189961,5.344778427950736,172.65966864831577,445.7404255189365,95.22928134897936,42.46546537584535,13.931290481763199,58.617512609884656,11.138260104603447,5.331742649528813,0.0,0.0,0.0,0.0,0.0,45.25,12.25,165.25,30.25,model3,18,none
2,2015-11-17 15:00:00,169.7807961270719,428.70156128587047,104.83383646073455,34.53212676308361,2.7789464149483276,54.06901660484449,3.8078686907776262,1.9955678446224843,160.70664578507737,436.8034710821539,104.50725794015587,40.59486669398069,15.69955306439985,40.25444037116768,10.739067942674934,4.4814224949000625,0.0,0.0,0.0,0.0,0.0,17.25,11.25,167.25,17.25,model3,7,none
3,2015-11-17 15:00:00,166.909020255128,423.7355567149662,100.58781259454531,41.71028866450072,17.232678874353276,51.13959147037018,11.645649952706158,3.167281366880138,170.9422612201857,476.42571783032815,93.67072560161719,42.707455993018556,13.644152359263149,58.3460125017634,10.27302154900728,5.455762701673325,0.0,0.0,0.0,0.0,0.0,58.25,10.25,58.25,28.25,model3,8,none
1,2015-11-17 18:00:00,167.05693350342884,485.9284058775524,98.27115709716652,36.13928273167818,10.034338931845307,77.40240967780457,3.2825626179865344,3.8129625310203767,166.00754301477394,461.8366394122679,100.74235906318971,38.025531055071134,19.82954022935786,58.125961240955064,9.119983759968353,4.076069448227054,0.0,0.0,0.0,0.0,0.0,45.375,12.375,165.375,30.375,model3,18,none
2,2015-11-17 18:00:00,156.31908385141958,399.2343944944403,112.16189812338646,44.01975516869573,24.927657958014333,46.624579541732544,6.469317697555902,6.673952436541152,167.72798063241981,416.4060893111876,94.82122785988291,39.57623935493725,14.972478346139287,42.29559992548117,8.428828147441001,3.7350861847129275,0.0,0.0,0.0,0.0,0.0,17.375,11.375,167.375,17.375,model3,7,none
3,2015-11-17 18:00:00,173.04392919403205,389.0535964178642,99.38509701144814,43.502474296503635,0.9107691700862244,-10.102566049428106,21.184047652217252,8.962093309990284,178.82537865082853,449.9891043218099,99.5077596948899,40.85270806885973,12.934865043196616,52.31011407942927,10.793944035928543,5.702710429158073,0.0,0.0,0.0,0.0,0.0,58.375,10.375,58.375,28.375,model3,8,none
1,2015-11-17 21:00:00,173.4830466455737,438.44964271083546,99.36212414874964,40.66012998033583,11.932112819615984,43.32220846165999,10.296466908923145,4.903014761498567,174.7469432246739,425.1727887442057,101.90236667259582,39.950095475423616,9.984781552665991,46.29063302613715,11.768970016255473,4.382968548334847,0.0,0.0,0.0,0.0,0.0,45.5,12.5,165.5,30.5,model3,18,none
2,2015-11-17 21:00:00,183.62760714509892,470.59553476407774,100.97628650278332,34.74451976785602,6.671571171586574,51.14818141081572,5.214168399323894,4.667805449347105,168.09400579025032,479.7404067169169,97.24660314420521,38.129261887906274,16.872106896660135,40.71545980631563,12.400114094266215,4.559838211089213,0.0,0.0,0.0,0.0,0.0,17.5,11.5,167.5,17.5,model3,7,none
3,2015-11-17 21:00:00,172.05308969425386,436.7679111033123,90.64304528520834,36.67870918559601,2.6008834962573815,14.167489619858966,15.63026361242947,0.7688937683846553,177.4892117988884,443.72224533402976,104.91459976571726,40.9531672669936,13.007200889329408,42.38120357741785,11.10064320727759,5.841145460516464,0.0,0.0,0.0,0.0,0.0,58.5,10.5,58.5,28.5,model3,8,none
1,2015-11-18 00:00:00,164.4179995098603,446.61106201593356,93.84170483116576,38.55599917174776,7.696312260726643,65.6703648634352,5.55381378947615,2.857104287792634,165.93533732528118,450.96248611732943,90.82201746209857,42.881628082205374,15.325610446910138,55.8815111515924,10.291792263233768,4.043718196168538,0.0,0.0,0.0,0.0,0.0,45.625,12.625,165.625,30.625,model3,18,none
2,2015-11-18 00:00:00,158.61939099626576,458.97585834956345,97.2213510821926,43.7233029587642,8.278123165799371,41.891422060714206,7.920721561819901,5.35436369599866,162.79434561981574,439.2263663366942,96.16797686681808,40.836751529631066,12.939238389957936,58.20379584889675,11.138200533795896,5.658961510097205,0.0,0.0,0.0,0.0,0.0,17.625,11.625,167.625,17.625,model3,7,none
3,2015-11-18 00:00:00,163.28398260034706,418.8508806452502,93.38221884366146,45.1424717577534,12.44774750597896,19.152640633740894,7.24577228723979,5.249756218396446,163.05746185511583,432.824711840298,106.9532163561745,39.939517542174215,15.740640042282177,42.26003567704008,6.023295042543093,5.312240056229295,0.0,0.0,0.0,0.0,0.0,58.625,10.625,58.625,28.625,model3,8,none
1,2015-11-18 03:00:00,174.7429157597304,473.4589543906336,104.6801865118347,43.559635025875025,14.031619608748086,50.07498078429786,4.5934942222755675,2.6698001009628847,165.73992217515013,441.083974627487,94.16049987064847,41.16140020166052,15.200413180813173,54.68923797533832,9.699259516692512,5.496555677181817,0.0,0.0,0.0,0.0,0.0,45.75,12.75,165.75,30.75,model3,18,none
2,2015-11-18 03:00:00,175.3115773720009,414.4245693396479,95.0104168143024,44.549952278483126,11.49481017447819,49.680219011460245,16.759566285343116,1.4549732921348104,168.4550397970349,466.1001225670249,96.70181398309619,37.27643814938041,14.395880766498818,53.604659610247786,9.320785935672113,5.85830692259126,0.0,0.0,0.0,0.0,0.0,17.75,11.75,167.75,17.75,model3,7,none
3,2015-11-18 03:00:00,184.29577194814541,479.87942152118563,95.90025363299924,47.44721377219787,7.457850006074405,70.40538919955426,9.504707468165533,2.9685681070725964,173.28474757628885,453.44659295298663,104.53779029390506,38.10535129771684,13.348294536132249,47.41748628711599,8.128277761810267,4.873904343245994,0.0,0.0,0.0,0.0,0.0,58.75,10.75,58.75,28.75,model3,8,none
1,2015-11-18 06:00:00,169.1864584680474,475.59752548058304,98.02696262162449,39.571283068689084,19.997201953058624,12.70609788983495,9.076529715147505,5.832109114107174,167.9771859316237,444.6135531605242,101.0368477539467,40.13617809888319,15.902290666460315,50.34539498196274,8.186898819017623,5.2683168523889305,0.0,0.0,0.0,0.0,0.0,45.875,12.875,165.875,30.875,model3,18,none
2,2015-11-18 06:00:00,163.73976449721349,523.8064236628871,94.71640556410043,35.93116872655915,13.588083308736442,37.83628129695767,15.550041253469317,5.093482167283113,171.67731541689216,462.33019782844156,95.18816110492365,38.613133354633135,14.948766531941324,60.01981322978254,7.8718930694275056,4.91903038566533,0.0,0.0,0.0,0.0,0.0,17.875,11.875,167.875,17.875,model3,7,none
3,2015-11-18 06:00:00,159.19942885584376,457.2532178203958,103.81217284884116,43.765882133388494,14.874587802858471,37.75860053325177,11.78028173415625,9.738132277502208,164.3480484882768,499.5023936249684,97.85878476557632,39.00178258488324,16.500245748750043,45.03312889660179,10.829739886174153,4.4800634737573795,0.0,0.0,0.0,0.0,0.0,58.875,10.875,58.875,28.875,model3,8,none
1,2015-11-18 09:00:00,161.45151317889605,442.873612026185,111.86930910614987,34.64556056382538,7.535749862523822,42.62356041587863,4.64416064136952,3.248834603354399,171.23342416783285,461.2850738017746,105.53529793274846,41.028581972636054,13.271673458292268,49.744054180990716,9.895002979820836,6.1663242351435885,0.0,0.0,0.0,0.0,0.0,46.0,13.0,166.0,31.0,model3,18,none
2,2015-11-18 09:00:00,169.83451191064597,465.22668562042,107.63483419140279,36.16897030706007,12.82865053560776,59.46162946939609,7.091308296074647,5.679537984101019,168.0741961918539,403.03080729837274,100.92308473044527,41.292316266730424,11.584958121769187,44.81455161534642,10.111577338092456,5.591490765144692,0.0,0.0,0.0,0.0,0.0,18.0,12.0,168.0,18.0,model3,7,none
3,2015-11-18 09:00:00,159.3269645536288,434.6504124325383,104.95767037280517,44.33091622627395,21.852416931942997,31.16219637521676,7.578463818612134,4.925091973402351,169.47423617216364,474.60547123871817,105.18818370589167,40.65754342191764,12.830446685768067,62.30728897275932,12.484013082842123,5.667972179472481,0.0,0.0,0.0,0.0,0.0,59.0,11.0,59.0,29.0,model3,8,none
1,2015-11-18 12:00:00,175.35158672919061,464.89579946685484,82.13017865243084,35.06516854926781,12.277487233903559,51.2250404115096,9.008863945732628,6.105859803498313,170.53929575783667,453.9197486745731,97.67564551050222,40.50503378877436,15.991602019604379,53.12348449591154,12.56156318117151,4.784850064962393,0.0,0.0,0.0,0.0,0.0,46.125,13.125,166.125,31.125,model3,18,none
2,2015-11-18 12:00:00,172.83939804486363,417.2739712541156,82.50159857176507,40.929378993494026,9.333493280232824,28.424532245491285,3.0212551782326997,4.212382980915825,163.31026180013728,430.2999188515967,104.78700049881039,37.89146463100805,15.294739518721318,39.4913947462684,5.774132411936777,6.379042803282135,0.0,0.0,0.0,0.0,0.0,18.125,12.125,168.125,18.125,model3,7,none
3,2015-11-18 12:00:00,162.23658088845838,431.2016747138178,83.68937126445093,32.34391846073887,17.531374804552904,40.17775325010143,5.2731356035517605,2.63257617890896,163.69338722134577,443.0012623535411,102.78779903575955,42.045311424614376,18.965418985582595,59.42941943929265,9.350940355274947,4.340615111981508,0.0,0.0,0.0,0.0,0.0,59.125,11.125,59.125,29.125,model3,8,none
1,2015-11-18 15:00:00,145.97924658982384,425.92058796815115,101.22925845461263,40.92582921927132,8.856498522662207,53.00307555025019,2.7413592037007932,3.5936404897502707,171.4654764183309,437.3510140743001,104.6184780470466,39.10859380816727,14.302730059763087,45.98555181831859,11.448395125506783,4.870617185770651,0.0,0.0,0.0,0.0,0.0,46.25,13.25,166.25,31.25,model3,18,none
2,2015-11-18 15:00:00,174.1286085612039,473.3153992886827,99.48721566072378,47.01649070893316,15.953361211603767,56.48807415020367,15.577961835618956,5.686475190795439,172.86571188671525,448.4349673248473,95.40653979602175,39.60189550951627,14.170817586304741,55.190840718470895,8.416071289909453,3.0156987907395614,0.0,0.0,0.0,0.0,0.0,18.25,12.25,168.25,18.25,model3,7,none
3,2015-11-18 15:00:00,174.77844348318567,404.3608973730293,107.06644137256373,41.43264093696307,0.7945920692237927,68.53716443250576,9.486131465732045,3.495538632897875,172.8745925977973,448.1848029164147,99.35271327441171,41.95589772518183,9.675734879662913,47.81638802774316,8.682234823944407,4.18755900567737,0.0,0.0,0.0,0.0,0.0,59.25,11.25,59.25,29.25,model3,8,none
1,2015-11-18 18:00:00,174.4126769615389,433.8895780058146,88.22700879628616,33.827911742933395,7.684518863544538,44.85027783210716,10.073756557690604,5.1073542172334525,177.37552331607276,437.4740844500823,105.13486749351338,38.7297440102904,14.868892854298537,52.35618766178527,7.878031415263077,6.237002875654937,0.0,0.0,0.0,0.0,0.0,46.375,13.375,166.375,31.375,model3,18,none
2,2015-11-18 18:00:00,157.3785571847301,447.6309132688501,101.21284660941512,41.71812737451216,16.223192994862856,56.2003072598862,8.811448565810476,1.1350306320542964,177.1351404152412,448.53649405110656,94.85036579118133,37.21366244705829,14.812581514480685,40.130340817359844,10.110805730461202,5.723225067870282,0.0,0.0,0.0,0.0,0.0,18.375,12.375,168.375,18.375,model3,7,none
3,2015-11-18 18:00:00,189.26974395186224,471.50056553853,96.82162553860022,41.766687524547734,9.404121734160604,50.00825599443347,3.085041091960922,6.5606371946947695,170.22274224743472,409.5049543621841,100.23653960193838,44.13311322488174,16.46072073408187,38.03725543591355,12.87216904186302,5.343745175754475,0.0,0.0,0.0,0.0,0.0,59.375,11.375,59.375,29.375,model3,8,none
1,2015-11-18 21:00:00,167.5443186957945,417.64164956429283,82.2349525203783,41.098487085755,9.173747637039765,49.62678110757693,6.501155923810945,5.984650012134821,165.38762112036602,430.45045173344585,103.00472977476613,39.9222711621909,15.807155699813016,50.64471954840848,12.118772366911681,3.667100850048407,0.0,0.0,0.0,0.0,0.0,46.5,13.5,166.5,31.5,model3,18,none
2,2015-11-18 21:00:00,184.94501661344782,393.3743042135706,94.22244989573645,35.48283861577935,8.5663697941654,62.031362567476904,12.368946852880889,4.1963163629764555,167.12918321697015,465.7762568096256,103.52795194906801,43.02570928975493,15.367510539272187,51.06165032743939,9.23545929747721,3.8224711030819107,0.0,0.0,0.0,0.0,0.0,18.5,12.5,168.5,18.5,model3,7,none
